id;Nazionalità;Nome
1111;French;Gilles-Louis Chrétien
1112;American;William Christenberry
1113;American;Dan Christensen
1114;American;Christo
1116;American;Howard Chandler Christy
1117;Polish;Halina Chrostowska
1118;American;Chryssa
1119;American;Caldecot Chubb
1120;American;John W. Church
1122;American;Seymour Chwast
1123;American;Michael Ciavolino
1124;American;Carmen L. Cicero
1125;French;Roman Cieslewicz
1126;American;Nicolai Cikovsky
1128;Italian;Carlo Cisventi
1129;Dutch;Paul Citroen
1130;American;Minna Citron
1132;French;Pierre Eugène Clairin
1133;American;Larry Clark
1134;American;John Clem Clarke
1135;British;Edna Clarke-Hall
1136;Brazilian;José Claudio Da Silva
1137;German;Carlfriedrich Claus
1138;Spanish;Antoni Clavé
1139;American;Maude Schuyler Clay
1140;American;Cléanthe 
1142;Swiss;Roman Clemens
1143;German;Gisela Clemens
1144;unknown;Mildred Leo Clemens
1145;Italian;Francesco Clemente
1146;French;Lucien Clergue
1147;Italian;Fabrizio Clerici
1148;Canadian;Pierre Clerk
1150;British;Henry Cliffe
1151;British;Charles Clifford
1152;American;William Clift
1153;American;Paul Clinton
1155;American;Carroll Cloar
1156;American;Chuck Close
1157;American;John Timothy Close
1158;French;Emile Clouet
1159;British;Prunella Clough
1160;American;Stanley T. Clough
1161;American;William Clutz
1162;American;Gerald Coble
1163;Spanish;Chema Cobo
1164;American;Alvin Langdon Coburn
1167;unknown;Sam Cocomise
1168;French;Jean Cocteau
1170;British;Sue Coe
1171;American;Haskell Coffin
1172;British;Bernard Cohen
1173;American;Barry Cohen
1174;American;George Cohen
1175;American;Mark Cohen
1176;Canadian;Sheldon Cohen
1177;Israeli;Pinchas Cohen Gan
1178;unknown;Charles Coiner
1179;American;Van Deren Coke
1180;German;Luigi Colani
1181;American;Isaac I. Cole
1182;American;Glenn O. Coleman
1183;American;Robert Colescott
1184;American;Warrington Colescott
1185;French;Paul Colin
1186;American;Edward Colker
1187;Italian;Ettore Colla
1188;American;John Collins
1189;American;Leo Collins
1190;American;Marjory Collins
1192;French;André Collot
1193;British;Roy Colmer
1194;Italian;Gino Colombini
1195;Italian;Gianni Colombo
1196;Italian;Joe Colombo
1197;British;Ithell Colquhoun
1198;British;Robert Colquhoun
1199;American;Greg Colson
1202;British;Ian Colverson
1203;Canadian;Alex Colville
1204;American;Franklin Colvin
1205;Canadian;Ulysse Comtois
1207;American;Edward Condak
1208;Mexican;Miguel Conde
1209;British;Charles Conder
1210;American;George Condo
1211;American;William Congdon
1213;American;Lee Conklin
1214;American;Will Connell
1215;American;Bruce Conner
1216;American;Gregory Conniff
1217;American;Linda Connor
1218;American;Robert Conover
1219;American;Conrad
1220;British;Conran Associates
1221;Italian;Pietro Consagra
1222;Australian;William H. Constable
1223;unknown;Denis Constanduros
1224;Dutch;Constant 
1225;American;George Constant
1226;Greek;D. Constantin
1228;American;Howard Cook
1229;American;Lia Cook
1231;British;Austin Cooper
1232;American;Frederick George Cooper
1234;Chilean;Francisco Copello
1235;British;Hans Coper
1236;Dutch;Andries Dirk Copier
1237;British;John Coplans
1238;American;William Copley
1239;Italian;Silvio Coppola
1240;American;Edward Corbett
1241;American;Al Corchia
1242;German;E. M. Cordier
1243;German;Lovis Corinth
1245;French;Eugène Corneau
1246;Dutch;Corneille 
1247;American;Joseph Cornell
1248;American;Thomas Cornell
1249;American;Corning Glass Works
1250;Mexican;Hector Coronado
1251;Mexican;Pedro Coronel
1253;French;Jean-Baptiste-Camille Corot
1254;Italian;Antonio Corpora
1255;American;Gloria Cortella
1256;Mexican;Erasto Cortes Juarez
1257;French;Jean Cortot
1258;American;Steven Cortright
1260;American;Marie Cosindas
1261;American;Herman Costa
1262;Mexican;Olga Costa
1263;Italian;Toni Costa
1264;Italian;Flavio Costantini
1265;American;John Costigan
1266;American;Alan Cote
1267;American;Robert Cottingham
1268;Czech;Othon Coubine 
1270;American;Jack Coughlin
1271;Canadian;Graham Coughtry
1272;French;Coulon
1273;American;Edward Countey
1274;French;Pierre Courtin
1275;American;Morison S. Cousins
1276;French;Lucien Coutaud
1277;French;Robert Couturier
1278;Dutch;Wessel Couzijn
1279;Mexican;Miguel Covarrubias
1280;American;John Covert
1281;American;Robert Cowan
1282;British;Clement Cowles
1283;American;George C. Cox
1284;Belgian;Jan Cox
1285;American;Douglas Craft
1286;British;Tony Cragg
1287;British;Edward Gordon Craig
1288;British;Michael Craig-Martin
1289;American;Konrad Cramer
1290;unknown;Martin Crampton
1291;American;Rollin Crampton
1292;American;Barbara Crane
1293;American;Meg Cranston
1294;American;Crash 
1297;Brazilian;Mario Cravo Junior
1298;American;Ralston Crawford
1299;British;John Craxton
1300;American;Robert Creeley
1301;American;Robert Cremean
1302;French;Leon Cremière
1303;Italian;Leonardo Cremonini
1304;French;L. Crenuere & Cie.
1305;Belgian;Adolphe Crespin
1306;Italian;Luca Crippa
1307;Italian;Roberto Crippa
1308;Italian;Renato Cristiano
1310;American;George P. Critcherson
1311;American;Allan Rohan Crite
1312;American;Ted Croner
1313;French;Henri-Edmond Cross
1314;Dutch;Wim Crouwel
1316;British;Robin Crozier
1317;British;George Cruikshank
1318;American;Jason Crum
1319;American;William Crutchfield
1320;American;Emilio Cruz
1321;Venezuelan;Carlos Cruz-Diez
1322;American;John J. Cu Roi
1323;Italian;Enzo Cucchi
1324;British;Cudsen
1325;Mexican;José Luis Cuevas
1326;Spanish;Modest Cuixart
1327;British;Gordon Cullen
1329;American;Ben L. Culwell
1330;American;Robert Cumming
1331;unknown;José Alfonso Cuni
1332;American;Imogen Cunningham
1333;American;Ben Cunningham 
1334;American;John Timothy Curran
1335;British;Anthony Currell
1336;American;William R. Current
1337;British;Francis Edmund Currey
1338;American;Charles H. Currier
1339;American;John Steuart Curry
1340;German;Rolf Curt
1341;American;Edward Curtis
1343;American;Lily Cushing
1344;American;Ronnie Cutrone
1345;French;Eugène Cuvelier
1346;Swedish;Gunnar Cyrén
1347;Polish;Jerzy Czerniawski
1348;Austrian;Carl Otto Czeschka
1349;American;Allan D'Arcangelo
1350;Hungarian;Lajos D'Ebneth
1351;Belgian;Roél d'Haese
1353;Bolivian;Alfredo da Silva
1355;French;Dagron & Cie.
1357;American;Louise Dahl-Wolfe
1358;German;Karl Fred Dahmen
1359;German;Walter Dahn
1360;unknown;Wolfgang Dahnke
1361;American;Michael D. Dailey
1362;Japanese;Hajime Daito
1364;Spanish;Salvador Dalí
1365;French;Francois Dallegret
1366;American;Gustaf Oscar Dalström
1367;Swiss;Oskar Dalvit
1368;British;Hubert Dalwood
1369;French;Horia Damian
1370;Uruguayan;Jorge Damiani
1371;British;Charles Damiano
1372;Belgian;Suzanne van Damme
1373;Canadian;Ken Danby
1374;American;Bill Dane
1375;Italian;Sergio Dangelo
1376;American;Mell Daniel
1377;British;Harvey Daniels
1378;American;Peter Danko
1379;American;Joseph Dankowski
1380;American;Bob Danner
1381;American;Danny 
1382;American;Jerry Dantzic
1383;American;Avery Coffey Danziger
1384;American;Louis Danziger
1385;American;Nassos Daphnis
1386;Chinese;Pan Daqiang
1387;French;Jean Gabriel Daragnès
1388;German;Hanne Darboven
1389;Brazilian;Aurino Valenca Lins Darel
1390;American;Alfred Dargis
1391;Cuban;Sandu Darie
1392;American;Judy Dater
1393;French;Charles François Daubigny
1394;American;James Henry Daugherty
1396;French;Honoré Daumier
1397;French;Hermine David
1398;American;Bruce Davidson
1399;American;Hal Davidson
1401;British;Alan Davie
1402;American;Arthur B. Davies
1403;British;John A. Davies
1404;American;Brad Davis
1405;American;Emma Lu Davis
1406;American;Faurest Davis
1407;American;Gene Davis
1408;American;James Edward Davis
1409;American;Lynn Davis
1410;American;Paul Davis
1411;American;Ron Davis
1412;American;Stuart Davis
1413;Australian;Laurence Daws
1415;French;Adrien Dax
1416;American;John Day
1417;American;Lucien Day
1418;American;Richard Day
1419;American;Worden Day
1420;American;Daze 
1421;Italian;Mario De Biasi
1422;American;Roy DeCarava
1423;French;Louis De Clercq
1424;American;José De Creeft
1425;Italian;Gino De Dominicis
1426;Hungarian;Francis De Erdely
1427;French;Georges de Feure
1428;British;Peter De Francia
1429;American;Rudolph De Harak
1430;American;R. S. De Lamater
1432;American;Regina Maria De Luise
1433;American;Walter De Maria
1434;German;Adolf De Meyer
1436;French;G. D. De Monfried
1437;unknown;Victor De Palma
1438;Italian;Jonathan De Pas
1440;Belgian;Jérôme De Perlinghi
1441;Italian;Filippo De Pisis
1442;German;J. De Praetre
1443;American;José de Rivera
1444;French;Niki de Saint Phalle
1446;American;Lewis De Soto
1447;French;Nicolas de Staël
1448;Chilean;Marco De Valdivia
1449;French;Roger de Valerio
1452;Dutch;Erwin De Vries
1453;British;Captain William de Wiveleslie Abney
1454;American;A. R. de Ycaza
1456;British;Richard Deacon
1457;American;David Deahl
1458;American;Joe Deal
1460;American;Howard Dearstyne
1461;Yugoslav;Riko Debenjak
1462;American;Robert J. Debrey
1463;American;Peter Dechar
1464;German;Wilhelm Deffke
1465;French;Hilaire-Germain-Edgar Degas
1466;American;Adolf Dehn
1467;American;Dorothy Dehner
1468;Argentine;Ernesto Deira
1469;Dutch;Ad Dekkers
1470;French;Félix Del Marle
1471;Italian;Lucio Del Pezzo
1473;American;Eduardo Del Valle
1474;French;Eugène Delacroix
1475;American;Jack Delano
1476;American;George Delany
1477;American;Tony DeLap
1479;French;Robert Delaunay
1480;French;Sonia Delaunay-Terk
1481;French;Maurice Delcourt
1483;Belgian;Victor Delhez
1484;German;Christian Dell
1485;Belgian;Paul Delvaux
1486;Belgian;Jean Delville
1487;French;René Demeurisse
1488;Argentine;Nélida Demichelis
1489;Argentine;Jorge Demirjian
1490;American;Charles Demuth
1491;American;Agnes Denes
1492;French;Maurice Denis
1493;American;Morgan Dennis
1494;American;Reynolds G. Dennis
1495;British;Robyn Denny
1497;French;Jules Depaquit
1498;Italian;Fortunato Depero
1499;French;J. Deplanque
1500;French;André Derain
1501;Swedish;Co Derr
1502;French;André Des Gachons
1503;French;Jean Desbrosses
1504;French;Léopold Desbrosses
1505;French;Gérard Deschamps
1506;French;Odette des Garets
1507;American;Arthur Deshaies
1509;French;Françoise Desnoyer
1511;French;Charles Despiau
1512;Italian;Gianni Dessi
1515;American;Frederick Knecht Detwiller
1516;American;David Deutsch
1517;Austrian;Ernst Deutsch
1518;American;John Edward Devine
1519;French;Jean Dewasne
1520;German;Walter Dexel
1521;French;Jean Deyrolle
1522;Italian;Umberto di Lazzaro
1523;Cuban;Roberto Diago
1524;British;Hugh W. Diamond
1525;American;Martha Diamond
1526;American;Stuart Diamond
1527;American;Barbaralee Diamonstein
1528;American;David Diao
1529;Brazilian;Antonio Dias
1531;French;Narcisse Diaz
1532;Cuban;Waldo Diaz-Balart
1533;Dutch;Jan Dibbets
1534;British;Ronald Dickens
1535;American;Jane Dickerman
1536;American;Edwin Dickinson
1537;American;Preston Dickinson
1538;American;Jane Dickson
1539;American;Richard Diebenkorn
1540;American;Julio de Diego
1541;Swiss;Alex Walter Diggelmann
1542;Dutch;Geurt van Dijk
1543;Dutch;Daniel den Dikkenbboer
1544;American;Guy Dill
1545;American;Laddie John Dill
1546;American;Burgoyne Diller
1547;American;Jim Dine
1548;American;Rick Dingus
1549;Chilean;Dinora 
1550;Dutch;Harry Disberg
1552;French;André Adolphe-Eugène Disdéri
1553;Swiss;Martin Disler
1554;American;Disney Studios
1555;American;Wes Disney
1556;Argentine;Juan Carlos Distéfano
1557;Chilean;Eugenio Dittborn
1558;American;John Divola
1559;German;Otto Dix
1560;British;Henry Dixon
1562;French;Pierre Dmitrienko
1563;Japanese;Jun Dobashi
1564;American;Alexander Dobkin
1566;British;Frank Dobson
1567;French;Eugène Dodeigne
1568;American;Betty Dodson
1569;Turkish;Burhan Dogancay
1570;American;Stevan Dohanos
1571;American;Wesley Coe Doherty
1572;American;Isami Doi
1573;French;Robert Doisneau
1575;Russian;Nikolai Dolgorukov
1576;French;Roger Doloy
1578;Dutch;César Domela-Nieuwenhuis
1579;French;Oscar Domínguez
1580;Polish;Tadeusz Dominik
1581;Japanese;Ken Domon
1582;Japanese;Hisao Domoto
1583;American;Don Donaghy
1584;British;Anthony Donaldson
1585;American;Enrico Donati
1586;American;Seena Donneson
1587;Italian;Piero Dorazio
1588;Haitian;Roland Dorcély
1589;French;Gustave Doré
1591;American;William Doriani
1592;French;Dornac 
1593;American;Mary Ann Dorr
1594;American;Nell Dorr
1595;Brazilian;Heitor dos Prazeres
1596;Mexican;Francisco Dosamantes
1597;Belgian;Christian Dotremont
1598;American;Saliba Douaihy
1599;unknown;James H. Dougherty
1600;American;Edward Douglas
1601;Italian;Gianni Dova
1602;American;Arthur Dove
1603;American;James Dow
1604;American;John Edward Dowell
1605;American;Rackstraw Downes
1606;Chilean;Juan Downey
1607;British;W. & D. Downey
1608;American;Joe Downing
1609;American;Olin Dows
1610;Austrian;Robert Doxat
1612;Czech;Tom Drahos
1614;American;Roy R. Drasites
1616;British;Christopher Dresser
1617;American;Werner Drewes
1618;American;Lynne Drexler
1619;American;Henry Dreyfuss
1620;German;Felix Droese
1621;French;L. Jean Droit
1622;German;Karl-Heinz Droste
1623;Greek;Achilles Droungas
1624;Canadian;Sydney Drum
1625;American;Sally Hazelet Drummond
1626;Russian;Aleksandr Vasilevich Druzhkov
1627;Australian;Russell Drysdale
1628;American;Doug Dubois
1629;French;Maxime Du Camp
1630;British;H. E. Du Plessis
1632;French;Albert Dubois-Pillet
1633;French;Jean Dubuffet
1634;American;Marcel Duchamp
1635;French;Raymond Duchamp-Villon
1636;French;Gérard Duchène
1637;French;Guillaume-Benjamin-Armand Duchenne de Boulogne
1638;Dutch;W. M. Dudok
1639;Peruvian;Espinoza Duenas
1640;German;Bernd Duerr
1641;American;Dana Duff
1642;American;John Duff
1644;unknown;Francis Dufrêne
1646;French;Raoul Dufy
1647;French;Charles Marie Dulac
1648;Dutch;Gert Dumbar
1650;unknown;Henri Dumont
1651;American;David Douglas Duncan
1652;American;Carroll Dunham
1654;American;Bob Duran
1655;French;E. Durand
1656;French;Sylvain Durand
1657;French;Louis-Emile Durandelle
1658;American;Ludvik Durchanek
1659;American;Caroline Durieux
1661;American;Stephen Durkee
1662;American;Hansi Durlach
1663;Panamanian;Alberto Dutary
1664;American;Allen A. Dutton
1665;American;Mabel Dwight
1666;American;Suzanne R. Dworsky
1667;American;Carlus Dyer
1668;American;Mario Dyyon
1669;Yugoslav;Dušan Džamonja
1670;American;Arnold Eagle
1671;American;Charles Eames
1672;American;Ray Eames
1673;German;Josef Eberz
1674;Spanish;José Echavé
1675;Canadian;Christian Eckart
1677;British;Thomas Eckersley
1678;American;Don Eddy
1679;American;Karl Edelman
1680;American;Doug Edge
1681;American;Dr. Harold E. Edgerton
1682;American;Leonard Edmonson
1684;American;John Paul Edwards
1685;American;Melvin Edwards
1686;French;Edouard-Léon-Louis Edy-Legrand
1687;Israeli;Benni Efrat
1689;German;Eberhard Eggers
1690;American;William Eggleston
1691;German;Otto Eglau
1692;Japanese;Shyu Eguchi
1693;British;Georg Ehrlich
1694;American;Marli Ehrman
1695;American;Fritz Eichenberg
1696;Swiss;Hans Eichenberger
1697;Swiss;Hermann Eidenbenz
1698;Peruvian;Jorge Eielson
1699;German;Horst Eigen
1700;Dutch;Hans Eijkelboom
1701;American;Louis Michel Eilshemius
1703;German;George Einbeck
1705;American;Lette Eisenhauer
1706;American;Chester Eisenhuth
1707;American;Alfred Eisenstaedt
1708;Russian;Sergei Eisenstein
1710;Israeli;Jacob El Hanani
1711;American;Harold Elberg
1712;Dutch;Valdemar H. Elenbaas
1713;Dutch;Dick Elffers
1714;Belgian;Etiènne Elias
1715;American;Eliot Noyes Industrial Design
1716;American;Elise 
1717;American;Eliot Elisofon
1718;American;Ronnie Elliott
1719;British;Clifford and Rosemary Ellis
1720;American;Kosso Eloul
1721;Canadian;Rita Eloul Letendre
1724;British;Peter Henry Emerson
1725;American;Herman Emmet
1726;American;Chansonetta Stanley Emmons
1727;German;August Endell
1729;American;Jules Engel
1730;American;Morris Engel
1731;Belgian;Engel-Pak
1732;American;Michael Engelmann
1733;Dutch;Pieter Engels
1734;British;William England
1735;American;Horace M. Engle
1736;British;Michael English
1737;American;Robert Engman
1739;Belgian;James Ensor
1740;American;Edward Enlin
1741;British;Jacob Epstein
1742;American;Mitch Epstein
1743;German;Stephan Erfurt
1744;German;Hugo Erfurth
1746;Swedish;Erling Ericsson
1748;Russian;Boris Nicolaevich Ermolaev
1749;Russian;Vera Ermolaeva
1750;Swiss;Hans Erni
1751;American;Jimmy Ernst
1752;French;Max Ernst
1753;Turkish;Erol 
1754;Icelandic;Erró 
1755;French;Erwin
1756;American;Elliott Erwitt
1757;Dutch;M. C. Escher
1758;unknown;Castro Escobedo
1759;Mexican;Jesús Escobedo
1760;Canadian;John K. Esler
1761;French;Georges D'espagnat
1762;American;Bud Esry
1763;American;Reed Estabrook
1764;American;Richard Estes
1766;Cuban;Roberto Estopinán
1767;Canadian;Sorel Etrog
1768;American;Alex J. Ettl
1769;American;Karen Eubel
1770;American;Frank Eugene
1771;British;Richard Eurich
1773;American;Dennis Evans
1774;British;Frederick H. Evans
1775;British;Garth Evans
1776;British;Merlyn Evans
1777;American;Walker Evans
1778;French;Jean Ève
1779;French;Henri Evenepoel
1780;American;Philip Evergood
1782;American;Connor Everts
1783;American;Juanita  Exley
1784;Russian;Alexandra Exter
1786;Italian;Agenore Fabbri
1787;Austrian;Hans Fabigan
1788;Italian;Luciano Fabro
1789;American;Charles Fahlen
1790;Swedish;Öyvind Fahlström
1791;German;Ekkehard Fahr
1792;French;Patrick Faigenbaum
1793;French;Jules-Abel Faivre
1794;American;Claire Falkenstein
1795;American;James  Fallon
1796;American;C. B. Falls
1797;French;Charles Famin
1798;American;Louis Fancher
1799;Polish;Wojciech Fangor
1800;French;Henri Fantin-Latour
1801;American;Nathan Farb
1802;American;William Fares
1803;Italian;Farfa
1804;Brazilian;Thomaz Farkas
1805;Spanish;Francisco Farreras
1806;unknown;Walker Farynk
1807;Italian;Roberto Fasola
1808;Swiss;Franz Fassler
1809;American;Dwain Faubion
1810;Swiss;Nicolas Faure
1811;American;Louis Faurer
1812;German;Arthur Fauser
1813;German;Hermann Fauser
1815;French;Jean Fautrier
